,State name,District,Population,Male,Female,Literate,Male_Literate,Female_Literate,Rural_Households,Urban_Households,Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Rural/Urban,Total Number of households,Total Number of Livable,Total Number of Dilapidated,Latrine_premise,Absolute_Dilapidated,Absolute_Latrine_premise,Absolute_Livable,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise,Households_Total,Percent_Diff_Rural,Percent_Diff_Urban
0,JAMMU AND KASHMIR,Kupwara,870354.0,474190.0,396164.0,439654.0,282823.0,156831.0,158438.0,23226.0,181664.0,600759.0,178435.0,89679.0,1481.0,Rural,100,58.1,8.3,48.9,15078.112000000001,88833.696,105546.784,92052.478,13150.354000000001,140746331.26848,13494.306,1927.7580000000003,20632514.23296,181664.0,0.0,
1,JAMMU AND KASHMIR,Kupwara,870354.0,474190.0,396164.0,439654.0,282823.0,156831.0,158438.0,23226.0,181664.0,600759.0,178435.0,89679.0,1481.0,Total,100,57.3,7.9,50.9,14351.456,92466.976,104093.472,90784.974,12516.601999999999,146502827.43488,13308.498,1834.854,21476379.84576,181664.0,-1.3762924138961339,-14.578889297535857
2,JAMMU AND KASHMIR,Kupwara,870354.0,474190.0,396164.0,439654.0,282823.0,156831.0,158438.0,23226.0,181664.0,600759.0,178435.0,89679.0,1481.0,Urban,100,49.5,4.8,70.2,8719.872,127528.12800000001,89923.68,78426.81,7605.024,202053015.44064003,11496.87,1114.848,29619683.009280004,181664.0,329.13867822318525,32.91747739498684
3,JAMMU AND KASHMIR,Badgam,753745.0,971351.2166575938,355704.0,335649.0,207741.0,127908.0,160649.0,27190.0,187839.0,503223.0,160933.0,88978.0,611.0,Rural,100,46.3,3.9,83.3,7325.721,156469.887,86969.457,74380.487,6265.311,251367308.76663,12588.97,1060.41,42544162.275299996,187839.0,297.94154074808023,249.75559557499358
4,JAMMU AND KASHMIR,Badgam,753745.0,971351.2166575938,355704.0,335649.0,207741.0,127908.0,160649.0,27190.0,187839.0,503223.0,160933.0,88978.0,611.0,Total,100,44.7,3.8,84.3,7137.882,158348.277,83964.03300000001,71810.103,6104.661999999999,254384923.51773,12153.93,1033.22,43054896.5163,187839.0,21.575764914219118,78.07322025018011
5,JAMMU AND KASHMIR,Badgam,753745.0,971351.2166575938,355704.0,335649.0,207741.0,127908.0,160649.0,27190.0,187839.0,503223.0,160933.0,88978.0,611.0,Urban,100,33.8,2.6,90.4,4883.814,169806.456,63489.581999999995,54299.361999999994,4176.874,272792373.49944,9190.22,706.94,46170375.38640001,187839.0,-18.065486815933085,55.30043408727438
6,JAMMU AND KASHMIR,Leh(Ladakh),133487.0,78971.0,54516.0,93770.0,62834.0,30936.0,36920.0,17474.0,54394.0,70703.0,41515.0,302863.84975503536,250.0,Rural,100,51.5,2.1,88.1,1142.2740000000001,47921.113999999994,28012.91,19013.8,775.32,17692475.288799997,8999.11,366.954,8373735.460359999,54394.0,-79.64427095394048,-47.79673169420129
7,JAMMU AND KASHMIR,Leh(Ladakh),133487.0,78971.0,54516.0,93770.0,62834.0,30936.0,36920.0,17474.0,54394.0,70703.0,41515.0,302863.84975503536,250.0,Total,100,52.4,1.8,90.4,979.092,49172.17600000001,28502.456000000002,19346.08,664.56,18154367.379200004,9156.376,314.532,8592346.034240002,54394.0,-82.4643896971165,-64.2892176898553
8,JAMMU AND KASHMIR,Leh(Ladakh),133487.0,78971.0,54516.0,93770.0,62834.0,30936.0,36920.0,17474.0,54394.0,70703.0,41515.0,302863.84975503536,250.0,Urban,100,54.6,1.1,95.8,598.3340000000001,52109.452000000005,29699.124,20158.32,406.12,19238809.678400002,9540.804,192.21400000000003,9105605.64248,54394.0,-54.14860719563841,-0.4614070065508402
9,JAMMU AND KASHMIR,Kargil,140802.0,971351.2166575938,63017.0,86236.0,56301.0,29935.0,40370.0,7774.0,48144.0,87532.0,35561.0,17488.0,221.0,Rural,100,73.3,3.5,96.8,1685.04,46603.392,35289.551999999996,29591.21,1412.95,18813789.3504,5698.342,272.09,3622947.69408,48144.0,793.5369632580788,-96.98355974096019
10,JAMMU AND KASHMIR,Kargil,140802.0,971351.2166575938,63017.0,86236.0,56301.0,29935.0,40370.0,7774.0,48144.0,87532.0,35561.0,17488.0,221.0,Total,100,72.6,3.2,96.9,1540.6080000000002,46651.53600000001,34952.544,29308.62,1291.84,18833225.083200004,5643.923999999999,248.76800000000003,3626690.408640001,48144.0,-36.71223427603938,-42.661159463047646
11,JAMMU AND KASHMIR,Kargil,140802.0,971351.2166575938,63017.0,86236.0,56301.0,29935.0,40370.0,7774.0,48144.0,87532.0,35561.0,17488.0,221.0,Urban,100,68.8,1.2,97.5,577.728,46940.4,33123.072,27774.56,484.44,18949839.48,5348.512,93.288,3649146.6960000005,48144.0,-72.63421908893709,-64.18006727180574
12,JAMMU AND KASHMIR,Punch,476835.0,251899.0,224936.0,261724.0,163333.0,98391.0,132139.0,15269.0,147408.0,304979.0,109818.0,61334.0,704.0,Rural,100,59.5,2.4,13.7,3537.792,20194.895999999997,87707.76,78622.705,3171.336,26685333.625439998,9085.055,366.45599999999996,3083558.6702399994,147408.0,74.75005289885739,189.62443095599392
13,JAMMU AND KASHMIR,Punch,476835.0,251899.0,224936.0,261724.0,163333.0,98391.0,132139.0,15269.0,147408.0,304979.0,109818.0,61334.0,704.0,Total,100,56.9,2.3,18.7,3390.3839999999996,27565.296000000002,83875.152,75187.091,3039.1969999999997,36424506.48144,8688.061,351.18699999999995,4208945.04624,147408.0,-36.185389270139616,-78.3927206860442
14,JAMMU AND KASHMIR,Punch,476835.0,251899.0,224936.0,261724.0,163333.0,98391.0,132139.0,15269.0,147408.0,304979.0,109818.0,61334.0,704.0,Urban,100,27.3,0.8,75.3,1179.2640000000001,110998.224,40242.384,36073.947,1057.112,146671943.21136,4168.437,122.152,16948318.82256,147408.0,37.71364849091212,-39.355786797998256
15,JAMMU AND KASHMIR,Rajouri,642415.0,345351.0,297064.0,364109.0,224469.0,139640.0,196070.0,17508.0,213578.0,404903.0,153165.0,83319.0,1028.0,Rural,100,52.9,2.7,10.2,5766.606000000001,21784.955999999995,112982.76199999999,103721.03,5293.89,42713763.22919999,9261.732,472.71600000000007,3814110.096479999,213578.0,60.36215822748575,54.25550660792952
16,JAMMU AND KASHMIR,Rajouri,642415.0,345351.0,297064.0,364109.0,224469.0,139640.0,196070.0,17508.0,213578.0,404903.0,153165.0,83319.0,1028.0,Total,100,51.0,2.6,14.3,5553.028,30541.654000000002,108924.78,99995.7,5097.82,59883020.99780001,8929.08,455.208,5347232.78232,213578.0,132.63843570911592,
17,JAMMU AND KASHMIR,Rajouri,642415.0,345351.0,297064.0,364109.0,224469.0,139640.0,196070.0,17508.0,213578.0,404903.0,153165.0,83319.0,1028.0,Urban,100,18.6,1.7,85.5,3630.8259999999996,182609.19,39725.508,36469.020000000004,3333.19,358041838.833,3256.4880000000003,297.63599999999997,31971216.9852,213578.0,170.89723396612231,192.14083096946436
18,JAMMU AND KASHMIR,Kathua,616435.0,326109.0,290326.0,389204.0,228499.0,160705.0,181374.0,33473.0,214847.0,357864.0,160123.0,97684.0,764.0,Rural,100,36.7,3.5,14.2,7519.645,30508.273999999998,78848.849,66564.258,6348.09,55334076.88476,12284.591,1171.555,10212034.55602,214847.0,22.002636818597644,-3.524902005994927
19,JAMMU AND KASHMIR,Kathua,616435.0,326109.0,290326.0,389204.0,228499.0,160705.0,181374.0,33473.0,214847.0,357864.0,160123.0,97684.0,764.0,Total,100,35.3,3.4,22.1,7304.797999999999,47481.187000000005,75840.991,64025.02199999999,6166.715999999999,86118528.10938002,11815.969,1138.0819999999999,15893377.724510003,214847.0,89.77734064370317,173.00383329255362
20,JAMMU AND KASHMIR,Kathua,616435.0,326109.0,290326.0,389204.0,228499.0,160705.0,181374.0,33473.0,214847.0,357864.0,160123.0,97684.0,764.0,Urban,100,27.0,3.1,67.1,6660.2570000000005,144162.337,58008.69,48970.98,5622.594,261472997.11038,9037.71,1037.663,48255459.06401,214847.0,-28.751679328739893,-86.5051624113561
21,JAMMU AND KASHMIR,Baramula,1008039.0,534733.0,473306.0,545149.0,337170.0,207979.0,210543.0,48932.0,259475.0,636524.0,239659.0,130513.0,1343.0,Rural,100,46.1,5.3,74.3,13752.175,192789.925,119617.975,97060.323,11158.778999999999,405905691.79274994,22557.652000000002,2593.396,94335966.10100001,259475.0,123.39490912177575,144.79463705037773
22,JAMMU AND KASHMIR,Baramula,1008039.0,534733.0,473306.0,545149.0,337170.0,207979.0,210543.0,48932.0,259475.0,636524.0,239659.0,130513.0,1343.0,Total,100,44.0,5.2,77.6,13492.7,201352.6,114169.0,92638.92,10948.236,423933804.61800003,21530.08,2544.464,98525854.23200001,259475.0,12.955283135277234,253.65712633709165
23,JAMMU AND KASHMIR,Baramula,1008039.0,534733.0,473306.0,545149.0,337170.0,207979.0,210543.0,48932.0,259475.0,636524.0,239659.0,130513.0,1343.0,Urban,100,34.0,5.0,92.5,12973.75,240014.375,88221.5,71584.62,10527.15,505333465.55625,16636.88,2446.6,117443833.975,259475.0,-64.212904179861,25.44415104981157
24,JAMMU AND KASHMIR,Bandipore,392232.0,207680.0,184552.0,185979.0,117058.0,68921.0,80521.0,17555.0,98076.0,252378.0,481461.69205658324,48802.0,587.0,Rural,100,53.7,7.4,70.1,7257.624,68751.276,52666.812000000005,43239.777,5958.554,55359214.94796,9427.035,1299.07,12069286.5018,98076.0,361.8618790868418,inf
25,JAMMU AND KASHMIR,Bandipore,392232.0,207680.0,184552.0,185979.0,117058.0,68921.0,80521.0,17555.0,98076.0,252378.0,481461.69205658324,48802.0,587.0,Total,100,50.0,6.9,74.0,6767.244000000001,72576.24,49038.0,40260.5,5555.9490000000005,58439114.2104,8777.5,1211.295,12740758.932,98076.0,-52.06940682758415,-15.230093196194892
26,JAMMU AND KASHMIR,Bandipore,392232.0,207680.0,184552.0,185979.0,117058.0,68921.0,80521.0,17555.0,98076.0,252378.0,481461.69205658324,48802.0,587.0,Urban,100,31.0,4.3,94.3,4217.268,92485.66799999999,30403.56,24961.51,3462.403,74470384.73027998,5442.05,754.865,16235859.017399998,98076.0,-81.3232234435633,-44.61446239273094
27,JAMMU AND KASHMIR,Srinagar,1236829.0,651124.0,585705.0,748584.0,431746.0,316838.0,4518.0,257721.0,262239.0,693238.0,351561.0,190330.0,7121.289315068493,Rural,100,38.4,6.3,88.7,16521.057,232605.99300000002,100699.776,1734.9119999999998,284.63399999999996,10509138.763740001,98964.864,16236.423,599474491.21953,262239.0,-97.69626139631646,1591.9708508403362
28,JAMMU AND KASHMIR,Srinagar,1236829.0,651124.0,585705.0,748584.0,431746.0,316838.0,4518.0,257721.0,262239.0,693238.0,351561.0,190330.0,7121.289315068493,Total,100,23.5,2.2,97.9,5769.258000000001,256731.98100000003,61626.165,1061.73,99.396,11599150.901580002,60564.435,5669.862000000001,661652228.7530102,262239.0,-97.55903852699484,1180.5376130378615
29,JAMMU AND KASHMIR,Srinagar,1236829.0,651124.0,585705.0,748584.0,431746.0,316838.0,4518.0,257721.0,262239.0,693238.0,351561.0,190330.0,7121.289315068493,Urban,100,23.2,2.2,98.1,5769.258000000001,257256.45899999997,60839.448,1048.176,99.396,11622846.817619998,59791.272000000004,5669.862000000001,663003918.6993899,262239.0,-97.03656088890055,2050.0041711854506
30,JAMMU AND KASHMIR,Ganderbal,297446.0,158720.0,138726.0,143276.0,676509.856056491,52695.0,63788.0,13558.0,77346.0,194165.0,66945.0,35911.0,425.0,Rural,100,47.4,9.5,69.5,7347.87,53755.47,36662.004,30235.512,6059.86,34289539.203600004,6426.491999999999,1288.01,7288166.6226,77346.0,-66.91270676964733,
31,JAMMU AND KASHMIR,Ganderbal,297446.0,158720.0,138726.0,143276.0,676509.856056491,52695.0,63788.0,13558.0,77346.0,194165.0,66945.0,35911.0,425.0,Total,100,43.5,8.8,72.8,6806.448,56307.888,33645.51,27747.78,5613.344,35917675.59744,5897.73,1193.104,7634223.455039999,77346.0,-62.71931362579046,-35.60368576042558
32,JAMMU AND KASHMIR,Ganderbal,297446.0,158720.0,138726.0,143276.0,676509.856056491,52695.0,63788.0,13558.0,77346.0,194165.0,66945.0,35911.0,425.0,Urban,100,22.0,4.5,91.3,3480.57,70616.898,17016.12,14033.36,2870.46,45045106.896239996,2982.76,610.11,9574239.03084,77346.0,-77.15893994678964,-85.861766914157
33,JAMMU AND KASHMIR,Pulwama,560440.0,293064.0,267376.0,293958.0,178326.0,115632.0,147520.0,21703.0,169223.0,342601.0,481461.69205658324,302863.84975503536,696.0,Rural,100,43.0,4.6,62.7,7784.257999999999,106102.821,72765.89,63433.6,6785.92,156522881.5392,9332.29,998.3379999999999,23027495.241630003,169223.0,231.40135687648828,inf
34,JAMMU AND KASHMIR,Pulwama,560440.0,293064.0,267376.0,293958.0,178326.0,115632.0,147520.0,21703.0,169223.0,342601.0,481461.69205658324,302863.84975503536,696.0,Total,100,42.9,4.4,66.3,7445.812000000001,112194.849,72596.667,63286.08,6490.88,165509841.2448,9310.587,954.9320000000001,24349648.078470003,169223.0,-64.94796369338972,-88.29951263693609
35,JAMMU AND KASHMIR,Pulwama,560440.0,293064.0,267376.0,293958.0,178326.0,115632.0,147520.0,21703.0,169223.0,342601.0,481461.69205658324,302863.84975503536,696.0,Urban,100,42.4,3.0,91.1,5076.69,154162.153,71750.552,62548.48,4425.6,227420008.10559997,9202.072,651.09,33457812.06559,169223.0,-10.827948474609055,-77.33841495249034
36,JAMMU AND KASHMIR,Shupiyan,266215.0,136480.0,129735.0,136500.0,80355.0,56145.0,75616.0,5272.0,80888.0,170086.0,60752.0,35158.0,219.0,Rural,100,33.2,5.9,59.0,4772.392,47723.92,26854.816000000003,25104.512000000002,4461.344,36086919.3472,1750.3040000000003,311.048,2516005.0623999997,80888.0,-77.10957531505514,-98.60451943005523
37,JAMMU AND KASHMIR,Shupiyan,266215.0,136480.0,129735.0,136500.0,80355.0,56145.0,75616.0,5272.0,80888.0,170086.0,60752.0,35158.0,219.0,Total,100,33.3,5.7,61.1,4610.616,49422.568,26935.703999999998,25180.127999999997,4310.112,37371369.01888,1755.5759999999998,300.504,2605557.78496,80888.0,-82.11004724692611,-95.90021152171208
38,JAMMU AND KASHMIR,Shupiyan,266215.0,136480.0,129735.0,136500.0,80355.0,56145.0,75616.0,5272.0,80888.0,170086.0,60752.0,35158.0,219.0,Urban,100,34.4,3.3,94.8,2669.3039999999996,76681.824,27825.471999999998,26011.904,2495.328,57983728.03584,1813.568,173.976,4042665.7612799997,80888.0,-58.71767994409504,-89.10361077237873
39,JAMMU AND KASHMIR,Anantnag,1078692.0,559767.0,518925.0,545532.0,324417.0,221115.0,207067.0,70666.0,277733.0,704145.0,239988.0,133519.0,1040.0,Rural,100,43.3,5.1,50.8,14164.382999999998,141088.36399999997,120258.38899999998,89660.011,10560.417,292147442.6838799,30598.377999999997,3603.966,99701503.30423997,277733.0,76.13878988422834,23.246769101976035
40,JAMMU AND KASHMIR,Anantnag,1078692.0,559767.0,518925.0,545532.0,324417.0,221115.0,207067.0,70666.0,277733.0,704145.0,239988.0,133519.0,1040.0,Total,100,39.8,4.7,56.6,13053.451000000001,157196.878,110537.73399999998,82412.666,9732.149,325502859.36826,28125.068,3321.302,111084745.80747999,277733.0,-47.58222118714433,-88.989216081921
41,JAMMU AND KASHMIR,Anantnag,1078692.0,559767.0,518925.0,545532.0,324417.0,221115.0,207067.0,70666.0,277733.0,704145.0,239988.0,133519.0,1040.0,Urban,100,28.5,3.1,75.5,8609.723,209688.415,79153.905,59014.095,6419.077000000001,434195510.28805,20139.81,2190.646,148178415.34390002,277733.0,-3.3729205067780397,-4.690871817004748
42,JAMMU AND KASHMIR,Kulgam,424483.0,971351.2166575938,206863.0,209085.0,125052.0,84033.0,95952.0,25178.0,121130.0,266858.0,99870.0,57253.0,502.0,Rural,100,49.0,4.7,41.7,5693.11,50511.21,59353.7,47016.48,4509.744000000001,48466516.2192,12337.22,1183.366,12717712.453799998,121130.0,-72.4688828825727,-83.63662359944888
43,JAMMU AND KASHMIR,Kulgam,424483.0,971351.2166575938,206863.0,209085.0,125052.0,84033.0,95952.0,25178.0,121130.0,266858.0,99870.0,57253.0,502.0,Total,100,47.7,4.6,44.9,5571.98,54387.37,57779.01,45769.10400000001,4413.7919999999995,52185769.26240001,12009.906,1158.1879999999999,13693652.018600002,121130.0,-35.82106523440374,-66.27193569993301
44,JAMMU AND KASHMIR,Kulgam,424483.0,971351.2166575938,206863.0,209085.0,125052.0,84033.0,95952.0,25178.0,121130.0,266858.0,99870.0,57253.0,502.0,Urban,100,42.0,4.2,58.5,5087.46,70861.05,50874.6,40299.84,4029.9840000000004,67992594.69600001,10574.76,1057.476,17841395.169,121130.0,-3.996157925279651,-57.26530542967225
45,JAMMU AND KASHMIR,Doda,409936.0,213641.0,196295.0,219083.0,138620.0,80463.0,122267.0,11350.0,133617.0,263576.0,93189.0,52744.0,427.0,Rural,100,60.0,1.6,24.0,2137.8720000000003,32068.08,80170.2,73360.2,1956.2720000000002,39208679.3736,6810.0,181.6,3639727.08,133617.0,-43.95509697055817,-91.74923489601127
46,JAMMU AND KASHMIR,Doda,409936.0,213641.0,196295.0,219083.0,138620.0,80463.0,122267.0,11350.0,133617.0,263576.0,93189.0,52744.0,427.0,Total,100,57.2,1.7,29.3,2271.489,39149.781,76428.924,69936.724,2078.5389999999998,47867262.73527,6492.2,192.95,4443500.1435,133617.0,-16.027142297892212,-77.65132123026031
47,JAMMU AND KASHMIR,Doda,409936.0,213641.0,196295.0,219083.0,138620.0,80463.0,122267.0,11350.0,133617.0,263576.0,93189.0,52744.0,427.0,Urban,100,23.7,2.9,93.4,3874.893,124798.278,31667.229,28977.279,3545.743,152587110.56226,2689.95,329.15,14164604.553,133617.0,-59.1461479088075,-94.79572653491678
48,JAMMU AND KASHMIR,Ramban,283713.0,971351.2166575938,134581.0,124065.0,82938.0,41127.0,84281.0,5341.0,89622.0,188526.0,61604.0,302863.84975503536,363.0,Rural,100,51.5,2.1,17.8,1882.0620000000001,15952.716,46155.33,43404.715,1769.901,13445108.57196,2750.615,112.161,852034.5615600001,89622.0,-69.40543130642486,-98.61444032832135
49,JAMMU AND KASHMIR,Ramban,283713.0,971351.2166575938,134581.0,124065.0,82938.0,41127.0,84281.0,5341.0,89622.0,188526.0,61604.0,302863.84975503536,363.0,Total,100,50.3,2.1,20.1,1882.0620000000001,18014.022,45079.865999999995,42393.343,1769.901,15182397.88182,2686.5229999999997,112.161,962128.9150200001,89622.0,-62.15780564572978,-87.9861439143442
50,JAMMU AND KASHMIR,Ramban,283713.0,971351.2166575938,134581.0,124065.0,82938.0,41127.0,84281.0,5341.0,89622.0,188526.0,61604.0,302863.84975503536,363.0,Urban,100,19.3,2.4,82.7,2150.928,74117.394,17297.046000000002,16266.233,2022.744,62466880.837139994,1030.813,128.184,3958610.0135399997,89622.0,-43.115643687315234,-91.17729652939525
51,JAMMU AND KASHMIR,Kishtwar,230696.0,120165.0,917429.9671951886,107506.0,68700.0,38806.0,72378.0,5993.0,78371.0,1107880.7532751092,53415.0,31084.0,266.0,Rural,100,52.0,3.4,20.0,2664.6139999999996,15674.2,40752.92,37636.56,2460.852,11344672.476000002,3116.36,203.762,939354.8060000001,78371.0,-38.29299276171639,-96.55657829719263
52,JAMMU AND KASHMIR,Kishtwar,230696.0,120165.0,917429.9671951886,107506.0,68700.0,38806.0,72378.0,5993.0,78371.0,1107880.7532751092,53415.0,31084.0,266.0,Total,100,49.8,3.3,24.2,2586.243,18965.782,39028.758,36044.244,2388.474,13727053.69596,2984.5139999999997,197.76899999999998,1136619.3152599998,78371.0,-75.22624899026547,-96.17764114600608
53,JAMMU AND KASHMIR,Kishtwar,230696.0,120165.0,917429.9671951886,107506.0,68700.0,38806.0,72378.0,5993.0,78371.0,1107880.7532751092,53415.0,31084.0,266.0,Urban,100,13.5,0.7,93.4,548.597,73198.51400000001,10580.085,9771.03,506.64599999999996,52979620.46292001,809.055,41.95099999999999,4386786.94402,78371.0,-29.440322879397918,-88.9472907675851
54,JAMMU AND KASHMIR,Udhampur,554985.0,296784.0,258201.0,322354.0,197543.0,124811.0,148664.0,34696.0,183360.0,339145.0,140785.0,74757.0,298.0,Rural,100,44.7,2.0,7.4,3667.2,13568.64,81961.92000000001,66452.808,2973.28,20171682.9696,15509.112000000001,693.92,4707775.3344,183360.0,1568.3200538660083,-88.01337681720193
55,JAMMU AND KASHMIR,Udhampur,554985.0,296784.0,258201.0,322354.0,197543.0,124811.0,148664.0,34696.0,183360.0,339145.0,140785.0,74757.0,298.0,Total,100,39.9,2.0,19.3,3667.2,35388.48,73160.64,59316.935999999994,2973.28,52609929.9072,13843.704,693.92,12278387.020800002,183360.0,32.56054499411492,282.9157929588346
56,JAMMU AND KASHMIR,Udhampur,554985.0,296784.0,258201.0,322354.0,197543.0,124811.0,148664.0,34696.0,183360.0,339145.0,140785.0,74757.0,298.0,Urban,100,17.0,1.8,75.1,3300.48,137703.36,31171.2,25272.88,2675.952,204715323.11039996,5898.32,624.528,47777557.78559999,183360.0,-9.03728722297686,51.47123024535056
57,JAMMU AND KASHMIR,Reasi,314667.0,166461.0,148206.0,150542.0,93937.0,56605.0,95572.0,12261.0,107833.0,1107880.7532751092,70767.0,39743.0,190.0,Rural,100,54.9,1.5,9.0,1617.495,9704.97,59200.317,52469.028,1433.58,9275233.928399999,6731.289000000001,183.915,1189926.3716999998,107833.0,-15.20163258063085,175.28064660978896
58,JAMMU AND KASHMIR,Reasi,314667.0,166461.0,148206.0,150542.0,93937.0,56605.0,95572.0,12261.0,107833.0,1107880.7532751092,70767.0,39743.0,190.0,Total,100,53.5,1.4,15.2,1509.6619999999998,16390.615999999998,57690.655,51131.02,1338.0079999999998,15664839.523519998,6559.635,171.65399999999997,2009653.4277599996,107833.0,-57.908737376628984,-54.88464510431616
59,JAMMU AND KASHMIR,Reasi,314667.0,166461.0,148206.0,150542.0,93937.0,56605.0,95572.0,12261.0,107833.0,1107880.7532751092,70767.0,39743.0,190.0,Urban,100,39.5,1.1,78.8,1186.163,84972.40400000001,42594.035,37750.94,1051.2920000000001,81209825.95088,4843.095,134.871,10418466.454440001,107833.0,-58.12745076562466,-95.4486567950912
60,JAMMU AND KASHMIR,Jammu,1529958.0,813821.0,716137.0,1137135.0,641916.0,495219.0,254566.0,248043.0,502609.0,816827.0,435895.0,275585.0,1651.0,Rural,100,38.4,4.9,24.6,24627.841,123641.814,193001.85599999997,97753.344,12473.734000000002,314750020.22723997,95248.51199999999,12154.107000000002,306684864.70002,502609.0,-8.98019894022497,574.3964110929853
61,JAMMU AND KASHMIR,Jammu,1529958.0,813821.0,716137.0,1137135.0,641916.0,495219.0,254566.0,248043.0,502609.0,816827.0,435895.0,275585.0,1651.0,Total,100,30.8,4.2,53.8,21109.578,270403.642,154803.57200000001,78406.328,10691.771999999999,688355735.2937199,76397.244,10417.806,670717305.7260599,502609.0,38.58683521425033,844.7097806215722
62,JAMMU AND KASHMIR,Jammu,1529958.0,813821.0,716137.0,1137135.0,641916.0,495219.0,254566.0,248043.0,502609.0,816827.0,435895.0,275585.0,1651.0,Urban,100,22.6,3.4,84.9,17088.706,426715.041,113589.634,57531.916000000005,8655.244,1086271411.2720602,56057.71800000001,8433.462,1058436789.14763,502609.0,165.08731555435224,6292.860824742268
63,JAMMU AND KASHMIR,Samba,318898.0,169124.0,149774.0,228139.0,130312.0,97827.0,94247.0,19989.0,114236.0,177277.0,88246.0,53022.0,353.0,Rural,100,30.5,3.3,26.0,3769.788,29701.36,34841.98,28745.335,3110.151,27992640.7592,6096.645,659.637,5937004.8504,114236.0,-63.75895960869966,-5.184517597950858
64,JAMMU AND KASHMIR,Samba,318898.0,169124.0,149774.0,228139.0,130312.0,97827.0,94247.0,19989.0,114236.0,177277.0,88246.0,53022.0,353.0,Total,100,28.5,3.0,32.9,3427.08,37583.644,32557.26,26860.395,2827.41,35421456.96068,5696.865,599.67,7512594.59916,114236.0,10.615947982441726,55.689695459147906
65,JAMMU AND KASHMIR,Samba,318898.0,169124.0,149774.0,228139.0,130312.0,97827.0,94247.0,19989.0,114236.0,177277.0,88246.0,53022.0,353.0,Urban,100,17.8,1.1,70.7,1256.596,80764.852,20334.008,16775.966,1036.717,76118450.06444,3558.042,219.87900000000002,16144086.266280001,114236.0,-51.18910744435122,-81.06689904051072
66,HIMACHAL PRADESH,Chamba,519080.0,261320.0,257760.0,323842.0,186064.0,137778.0,186395.0,13836.0,200231.0,306555.0,130606.0,81566.0,353.0,Rural,100,38.0,2.3,48.8,4605.313,97712.72799999999,76087.78,70830.1,4287.084999999999,182131639.35559997,5257.68,318.228,13519533.046079999,200231.0,-30.812602540403706,-90.47455130014527
67,HIMACHAL PRADESH,Chamba,519080.0,261320.0,257760.0,323842.0,186064.0,137778.0,186395.0,13836.0,200231.0,306555.0,130606.0,81566.0,353.0,Total,100,36.6,2.2,51.5,4405.082,103118.965,73284.546,68220.57,4100.6900000000005,192208594.81175,5063.976000000001,304.392,14267539.9974,200231.0,-38.24462939157401,-92.56860185946086
68,HIMACHAL PRADESH,Chamba,519080.0,261320.0,257760.0,323842.0,186064.0,137778.0,186395.0,13836.0,200231.0,306555.0,130606.0,81566.0,353.0,Urban,100,18.6,0.7,87.0,1401.6169999999997,174200.97,37242.966,34669.47,1304.7649999999999,324701898.03150004,2573.496,96.85199999999999,24102446.209200002,200231.0,162.91698991466254,-85.22678739215854
69,HIMACHAL PRADESH,Kangra,1510075.0,750591.0,759484.0,1152640.0,606443.0,546197.0,588321.0,39007.0,627328.0,766581.0,419172.0,319420.0,4902.0,Rural,100,25.3,1.4,64.4,8782.591999999999,403999.232,158713.984,148845.21300000002,8236.493999999999,2376812321.6947203,9868.771,546.098,157587980.42624,627328.0,235.48370541442134,-72.11614757203823
70,HIMACHAL PRADESH,Kangra,1510075.0,750591.0,759484.0,1152640.0,606443.0,546197.0,588321.0,39007.0,627328.0,766581.0,419172.0,319420.0,4902.0,Total,100,25.0,1.4,65.5,8782.591999999999,410899.84,156832.0,147080.25,8236.493999999999,2417410047.6864,9751.75,546.098,160279700.5888,627328.0,174.32156445837063,-72.77169322695258
71,HIMACHAL PRADESH,Kangra,1510075.0,750591.0,759484.0,1152640.0,606443.0,546197.0,588321.0,39007.0,627328.0,766581.0,419172.0,319420.0,4902.0,Urban,100,19.0,1.6,82.3,10037.248,516290.94399999996,119192.32,111780.99,9413.136,3037448044.65024,7411.33,624.1120000000001,201389608.52607998,627328.0,189.0259539284609,-55.80844700231115
72,HIMACHAL PRADESH,Kullu,437903.0,225452.0,212451.0,307672.0,174550.0,133122.0,167995.0,20709.0,188704.0,244727.0,120510.0,72282.0,384.0,Rural,100,27.5,1.2,54.2,2264.448,102277.56800000001,51893.6,46198.625,2015.94,171821200.36160004,5694.975,248.50799999999998,21180661.557120003,188704.0,-27.30352977831244,
73,HIMACHAL PRADESH,Kullu,437903.0,225452.0,212451.0,307672.0,174550.0,133122.0,167995.0,20709.0,188704.0,244727.0,120510.0,72282.0,384.0,Total,100,26.1,1.2,58.4,2264.448,110203.136,49251.744000000006,43846.695,2015.94,185135758.3232,5405.049,248.50799999999998,22821967.43424,188704.0,-42.601526571500806,-84.7638316656857
74,HIMACHAL PRADESH,Kullu,437903.0,225452.0,212451.0,307672.0,174550.0,133122.0,167995.0,20709.0,188704.0,244727.0,120510.0,72282.0,384.0,Urban,100,15.4,1.3,90.6,2453.152,170965.824,29060.416,25871.23,2183.935,287214036.02879995,3189.186,269.217,35405312.49216,188704.0,-3.1740268123710393,-86.53546071623624
